"","name","ID","Glucose.plus.Acetate_vs_Lysine_p.val","Glucose.plus.Acetate_vs_Lysine_p.adj","significant","Glucose.plus.Acetate_vs_Lysine_significant","Glucose.plus.Acetate_vs_Lysine_ratio","Glucose.plus.Acetate_centered","Lysine_centered"
"560","IB211_01931",">AF_01931 AF_01931 hypothetical protein 1918070:1919218 forward MW:43098",2.80922515917983e-05,0.0586,FALSE,FALSE,-2.09,-1.05,1.05
"561","IB211_01932",">AF_01932 AF_01932 hypothetical protein 1919492:1920820 forward MW:49989",0.893508705625725,0.886,FALSE,FALSE,-0.0259,-0.0129,0.0129
"562","IB211_01933",">AF_01933 AF_01933 hypothetical protein 1920820:1921497 forward MW:26155",0.418493696866371,0.868,FALSE,FALSE,0.177,0.0884,-0.0884
"563","IB211_01971c",">AF_01971c AF_01971c RNA polymerase sigma factor RpoD 1948911:1950230 reverse MW:49879",0.165968849998069,0.846,FALSE,FALSE,0.222,0.111,-0.111
"564","IB211_01972c",">AF_01972c AF_01972c DNA primase (EC 2.7.7.-) 1950235:1951989 reverse MW:65102",0.422607485172967,0.868,FALSE,FALSE,-0.192,-0.096,0.096
"565","IB211_01976c",">AF_01976c AF_01976c GTP-binding protein HflX 1954018:1955295 reverse MW:46607",0.0299812726760019,0.79,FALSE,FALSE,0.508,0.254,-0.254
"566","IB211_01977c",">AF_01977c AF_01977c hypothetical protein 1955319:1955825 reverse MW:19216",0.0123050288177813,0.747,FALSE,FALSE,1.09,0.546,-0.546
"567","IB211_01978c",">AF_01978c AF_01978c LSU ribosomal protein L31p 1955926:1956132 reverse MW:7650",0.817965204480384,0.883,FALSE,FALSE,0.083,0.0415,-0.0415
"568","IB211_01979c",">AF_01979c AF_01979c ATP-dependent nuclease, subunit A 1956221:1959838 reverse MW:133554",0.0912631570859821,0.829,FALSE,FALSE,-0.492,-0.246,0.246
"569","IB211_01980c",">AF_01980c AF_01980c ATP-dependent nuclease, subunit B 1959850:1963200 reverse MW:124291",0.765797338539506,0.882,FALSE,FALSE,-0.171,-0.0857,0.0857
"570","IB211_01981c",">AF_01981c AF_01981c Inosine-5-monophosphate dehydrogenase (EC 1.1.1.205) 1963353:1964852 reverse MW:53375",5.00368350438901e-06,0.00444,FALSE,FALSE,-2.25,-1.13,1.13
"571","IB211_01982c",">AF_01982c AF_01982c Acyl-ACP thioesterase 1964901:1965641 reverse MW:28137",0.349934862949342,0.864,FALSE,FALSE,-0.369,-0.185,0.185
"572","IB211_01988c",">AF_01988c AF_01988c hypothetical protein 1969824:1970741 reverse MW:34574",1.28315577252724e-05,0.0216,FALSE,FALSE,4.64,2.32,-2.32
"573","IB211_01990c",">AF_01990c AF_01990c Ethanolamine utilization protein similar to PduU 1971375:1971746 reverse MW:13405",0.000979319539630536,0.516,FALSE,FALSE,4.29,2.15,-2.15
"574","IB211_01991c",">AF_01991c AF_01991c Alkyl hydroperoxide reductase subunit C-like protein 1971757:1972569 reverse MW:29597",6.58557758169765e-07,2.36e-05,FALSE,FALSE,7.72,3.86,-3.86
"575","IB211_01993c",">AF_01993c AF_01993c Ethanolamine utilization protein similar to PduT 1972909:1973460 reverse MW:18597",1.69810188640571e-05,0.0316,FALSE,FALSE,6.82,3.41,-3.41
"576","IB211_01995c",">AF_01995c AF_01995c Cob(III)alamin reductase @ Cob(II)alamin reductase 1974444:1975769 reverse MW:47083",1.9618949471604e-06,0.000529,FALSE,FALSE,6.85,3.42,-3.42
"577","IB211_01996c",">AF_01996c AF_01996c CoA-acylating propionaldehyde dehydrogenase 1975788:1977203 reverse MW:50449",3.67287937060802e-06,0.00225,FALSE,FALSE,5.36,2.68,-2.68
"578","IB211_01997c",">AF_01997c AF_01997c Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17) 1977217:1978200 reverse MW:34738",8.10657015018728e-07,4.26e-05,FALSE,FALSE,6.22,3.11,-3.11
"579","IB211_01998c",">AF_01998c AF_01998c Ethanolamine utilization polyhedral-body-like protein EutN 1978200:1978466 reverse MW:9164",0.000281918099744505,0.324,FALSE,FALSE,5.12,2.56,-2.56
"580","IB211_01999c",">AF_01999c AF_01999c hypothetical protein 1978480:1979301 reverse MW:30117",2.55161614534705e-06,0.00104,FALSE,FALSE,7.32,3.66,-3.66
"581","IB211_02000c",">AF_02000c AF_02000c Ethanolamine utilization protein EutJ 1979320:1980147 reverse MW:28804",4.21477244033316e-06,0.00309,FALSE,FALSE,5.97,2.98,-2.98
"582","IB211_02001c",">AF_02001c AF_02001c Ethanolamine utilization protein similar to PduL 1980171:1980830 reverse MW:24018",1.62296906244457e-06,0.000321,FALSE,FALSE,5.87,2.94,-2.94
"583","IB211_02002c",">AF_02002c AF_02002c Propanediol utilization polyhedral body protein PduA 1980846:1981121 reverse MW:9228",0.000158150058260074,0.235,FALSE,FALSE,5.21,2.6,-2.6
"584","IB211_02003c",">AF_02003c AF_02003c Propanediol utilization polyhedral body protein PduA 1981184:1981915 reverse MW:25082",2.08425283301459e-06,0.000617,FALSE,FALSE,7.87,3.93,-3.93
"585","IB211_02004c",">AF_02004c AF_02004c Propanediol dehydratase reactivation factor small subunit 1981920:1982279 reverse MW:13225",0.00736767811701225,0.715,FALSE,FALSE,2.8,1.4,-1.4
"586","IB211_02005c",">AF_02005c AF_02005c Propanediol dehydratase reactivation factor large subunit 1982281:1984101 reverse MW:64159",5.61440555752507e-07,1.69e-05,FALSE,FALSE,7.13,3.57,-3.57
"587","IB211_02006c",">AF_02006c AF_02006c Propanediol dehydratase small subunit (EC 4.2.1.28) 1984130:1984645 reverse MW:18640",3.45460638326359e-06,0.00201,FALSE,FALSE,6.11,3.06,-3.06
"588","IB211_02007c",">AF_02007c AF_02007c Propanediol dehydratase medium subunit (EC 4.2.1.28) 1984663:1985322 reverse MW:23561",1.82166050480128e-06,0.00044,FALSE,FALSE,5.33,2.67,-2.67
"589","IB211_02008c",">AF_02008c AF_02008c Propanediol dehydratase large subunit (EC 4.2.1.28) 1985339:1987000 reverse MW:60708",2.95032898966293e-06,0.00145,FALSE,FALSE,5.28,2.64,-2.64
"590","IB211_02009c",">AF_02009c AF_02009c Propanediol utilization polyhedral body protein PduB 1987025:1987834 reverse MW:27795",6.40971878976492e-06,0.00696,FALSE,FALSE,4.81,2.4,-2.4
"591","IB211_02010c",">AF_02010c AF_02010c Propanediol utilization polyhedral body protein PduA 1987878:1988156 reverse MW:9409",0.000141356614955024,0.221,FALSE,FALSE,5.07,2.53,-2.53
"592","IB211_02011c",">AF_02011c AF_02011c Alcohol dehydrogenase (EC 1.1.1.1) 1988390:1989532 reverse MW:40512",8.49787158030348e-06,0.0113,FALSE,FALSE,4.84,2.42,-2.42
"593","IB211_02012c",">AF_02012c AF_02012c DNA-binding response regulator, AraC family 1989579:1990646 reverse MW:40646",0.0286958502806582,0.788,FALSE,FALSE,1.58,0.792,-0.792
"594","IB211_02013c",">AF_02013c AF_02013c Methyl-accepting chemotaxis protein 1990685:1991908 reverse MW:46060",3.85074188547232e-05,0.0837,FALSE,FALSE,3.24,1.62,-1.62
"595","IB211_02022c",">AF_02022c AF_02022c Serine hydroxymethyltransferase (EC 2.1.2.1) 1998815:2000056 reverse MW:44862",3.37659714009239e-06,0.00192,FALSE,FALSE,-2.31,-1.16,1.16
"596","IB211_02023",">AF_02023 AF_02023 Endonuclease III (EC 4.2.99.18) 2000247:2000891 forward MW:23769",0.127908893583415,0.839,FALSE,FALSE,0.525,0.262,-0.262
"597","IB211_02025c",">AF_02025c AF_02025c hypothetical protein 2001632:2003506 reverse MW:70534",3.1648045632132e-06,0.00169,FALSE,FALSE,2.23,1.11,-1.11
"598","IB211_02027c",">AF_02027c AF_02027c Pantothenate kinase type III, CoaX-like (EC 2.7.1.33) 2005242:2006027 reverse MW:28147",0.51642880864327,0.873,FALSE,FALSE,-0.105,-0.0523,0.0523
"599","IB211_02033c",">AF_02033c AF_02033c UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) 2008744:2009892 reverse MW:42829",0.601907911432579,0.876,FALSE,FALSE,0.115,0.0575,-0.0575
"600","IB211_02035c",">AF_02035c AF_02035c Tryptophanyl-tRNA synthetase (EC 6.1.1.2) 2011038:2012111 reverse MW:40171",0.000597129314500843,0.444,FALSE,FALSE,-1.34,-0.671,0.671
"601","IB211_02036",">AF_02036 AF_02036 Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24) 2012172:2013677 forward MW:56585",0.59709061148915,0.876,FALSE,FALSE,-0.099,-0.0495,0.0495
"602","IB211_02039c",">AF_02039c AF_02039c Acetyltransferase (EC 2.3.1.-) 2017284:2017688 reverse MW:15080",0.5260694166087,0.873,FALSE,FALSE,0.362,0.181,-0.181
"603","IB211_02040c",">AF_02040c AF_02040c Cell division protein FtsK 2017692:2020388 reverse MW:97104",0.00142033581245564,0.563,FALSE,FALSE,1.48,0.742,-0.742
"604","IB211_02043c",">AF_02043c AF_02043c hypothetical protein 2022337:2023038 reverse MW:25862",0.0390928097824124,0.8,FALSE,FALSE,0.967,0.484,-0.484
"605","IB211_02047",">AF_02047 AF_02047 ATPase component of general energizing module of ECF transporters 2025296:2026162 forward MW:31703",0.240028045874776,0.855,FALSE,FALSE,-0.448,-0.224,0.224
"606","IB211_02048",">AF_02048 AF_02048 Transmembrane component of general energizing module of ECF transporters 2026162:2026971 forward MW:30113",0.0305422498613349,0.791,FALSE,FALSE,0.695,0.348,-0.348
"607","IB211_02049",">AF_02049 AF_02049 tRNA pseudouridine synthase A (EC 4.2.1.70) 2026983:2027738 forward MW:27975",0.00572454190307678,0.697,FALSE,FALSE,-0.831,-0.415,0.415
"608","IB211_02051",">AF_02051 AF_02051 hypothetical protein 2028984:2029703 forward MW:25064",0.58280033477888,0.875,FALSE,FALSE,0.194,0.097,-0.097
"609","IB211_02053",">AF_02053 AF_02053 ClpB protein 2029924:2032428 forward MW:93140",0.264937736901878,0.857,FALSE,FALSE,-0.282,-0.141,0.141
"610","IB211_02055",">AF_02055 AF_02055 Substrate-specific component RibU of riboflavin ECF transporter 2033463:2034152 forward MW:24641",1.01024999651763e-05,0.0151,FALSE,FALSE,-5.27,-2.64,2.64
"611","IB211_02061c",">AF_02061c AF_02061c NAD(P)HX epimerase / NAD(P)HX dehydratase 2038596:2040131 reverse MW:53151",0.0205586853672435,0.773,FALSE,FALSE,0.885,0.443,-0.443
"612","IB211_02062",">AF_02062 AF_02062 Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20) 2040568:2041593 forward MW:38351",0.000541204238223478,0.429,FALSE,FALSE,1.43,0.715,-0.715
"613","IB211_02063",">AF_02063 AF_02063 Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20) 2041670:2044066 forward MW:87088",0.000425995066562299,0.391,FALSE,FALSE,1.22,0.61,-0.61
"614","IB211_02065c",">AF_02065c AF_02065c Ornithine carbamoyltransferase (EC 2.1.3.3) 2044714:2045634 reverse MW:34108",0.00587813777682458,0.699,FALSE,FALSE,-0.61,-0.305,0.305
"615","IB211_02066c",">AF_02066c AF_02066c Acetylornithine aminotransferase (EC 2.6.1.11) 2045636:2046817 reverse MW:42322",0.0233361280588847,0.779,FALSE,FALSE,-0.816,-0.408,0.408
"616","IB211_02067c",">AF_02067c AF_02067c Acetylglutamate kinase (EC 2.7.2.8) 2046827:2047681 reverse MW:30455",0.903324759006656,0.886,FALSE,FALSE,0.034,0.017,-0.017
"617","IB211_02069c",">AF_02069c AF_02069c Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase (EC 2.3.1.1) 2047761:2049023 reverse MW:44619",0.0579441912067636,0.815,FALSE,FALSE,-0.415,-0.207,0.207
"618","IB211_02070c",">AF_02070c AF_02070c N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) 2049040:2049966 reverse MW:33668",0.342279887634927,0.863,FALSE,FALSE,0.36,0.18,-0.18
"619","IB211_02071c",">AF_02071c AF_02071c Argininosuccinate lyase (EC 4.3.2.1) 2049975:2051357 reverse MW:51288",0.0456794611281786,0.806,FALSE,FALSE,0.448,0.224,-0.224
"620","IB211_02072c",">AF_02072c AF_02072c Argininosuccinate synthase (EC 6.3.4.5) 2051464:2052690 reverse MW:45140",0.0847480263652596,0.827,FALSE,FALSE,-0.344,-0.172,0.172
"621","IB211_02078c",">AF_02078c AF_02078c dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) 2058039:2058614 reverse MW:22042",0.285529755665109,0.859,FALSE,FALSE,-0.286,-0.143,0.143
"622","IB211_02079c",">AF_02079c AF_02079c UDP-glucose 4-epimerase (EC 5.1.3.2) 2058611:2059543 reverse MW:34167",0.0375932646683896,0.799,FALSE,FALSE,-0.59,-0.295,0.295
"623","IB211_02080c",">AF_02080c AF_02080c Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45) 2059543:2060640 reverse MW:41005",0.133464310081427,0.84,FALSE,FALSE,0.295,0.147,-0.147
"624","IB211_02081c",">AF_02081c AF_02081c Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33) 2060598:2061380 reverse MW:29565",0.156961917769973,0.844,FALSE,FALSE,0.358,0.179,-0.179
"625","IB211_02083c",">AF_02083c AF_02083c Beta-1,3-glucosyltransferase 2063323:2064330 reverse MW:39057",0.669962647967141,0.879,FALSE,FALSE,-0.0941,-0.0471,0.0471
"626","IB211_02093c",">AF_02093c AF_02093c Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) 2072529:2075234 reverse MW:98220",6.38591365630859e-05,0.132,FALSE,FALSE,1.51,0.753,-0.753
"627","IB211_02095",">AF_02095 AF_02095 hypothetical protein 2076428:2077960 forward MW:55308",0.000261135431191944,0.311,FALSE,FALSE,1.14,0.568,-0.568
"628","IB211_02102",">AF_02102 AF_02102 Preprotein translocase subunit SecE (TC 3.A.5.1.1) 2081162:2081488 forward MW:12080",0.70518411875642,0.88,FALSE,FALSE,0.0651,0.0325,-0.0325
"629","IB211_02103",">AF_02103 AF_02103 Transcription antitermination protein NusG 2081501:2082025 forward MW:19510",0.80831551933574,0.883,FALSE,FALSE,0.0755,0.0378,-0.0378
"630","IB211_02104",">AF_02104 AF_02104 LSU ribosomal protein L11p (L12e) 2082165:2082590 forward MW:14764",0.205660372052721,0.851,FALSE,FALSE,0.604,0.302,-0.302
"631","IB211_02105",">AF_02105 AF_02105 LSU ribosomal protein L1p (L10Ae) 2082609:2083301 forward MW:24554",0.859578821960723,0.885,FALSE,FALSE,0.0395,0.0197,-0.0197
"632","IB211_02107",">AF_02107 AF_02107 LSU ribosomal protein L10p (P0) 2083575:2084102 forward MW:18536",0.00277718831862677,0.636,FALSE,FALSE,0.762,0.381,-0.381
"633","IB211_02108",">AF_02108 AF_02108 LSU ribosomal protein L7/L12 (P1/P2) 2084155:2084529 forward MW:12836",0.015387352934897,0.759,FALSE,FALSE,1.14,0.572,-0.572
"634","IB211_02111c",">AF_02111c AF_02111c hypothetical protein 2085950:2086480 reverse MW:18816",0.245567114163945,0.855,FALSE,FALSE,0.397,0.198,-0.198
"635","IB211_02112",">AF_02112 AF_02112 Glycosyltransferase 2086594:2088828 forward MW:82892",0.00589777324778994,0.7,FALSE,FALSE,0.889,0.444,-0.444
"636","IB211_02114",">AF_02114 AF_02114 Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) 2090256:2090750 forward MW:17263",8.96662350549833e-05,0.167,FALSE,FALSE,-2.67,-1.33,1.33
"637","IB211_02115",">AF_02115 AF_02115 Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) 2090752:2091468 forward MW:27052",5.52828269604993e-06,0.00538,FALSE,FALSE,-3.06,-1.53,1.53
"638","IB211_02116",">AF_02116 AF_02116 Amidophosphoribosyltransferase (EC 2.4.2.14) 2091469:2092860 forward MW:50365",6.47053459864626e-07,2.29e-05,FALSE,FALSE,-4.03,-2.02,2.02
"639","IB211_02117",">AF_02117 AF_02117 Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) 2092917:2093957 forward MW:36254",1.90175298065453e-06,0.000491,FALSE,FALSE,-3,-1.5,1.5
"640","IB211_02118",">AF_02118 AF_02118 Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) 2093954:2094586 forward MW:22828",0.00015250020051461,0.23,FALSE,FALSE,-2.31,-1.15,1.15
"641","IB211_02119",">AF_02119 AF_02119 FIG00647012: hypothetical protein 2094616:2095323 forward MW:26024",1.53060673859424e-06,0.000275,FALSE,FALSE,-2.88,-1.44,1.44
"642","IB211_02120",">AF_02120 AF_02120 IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) 2095327:2096499 forward MW:42961",1.18481173735813e-06,0.000127,FALSE,FALSE,-3.2,-1.6,1.6
"643","IB211_02122",">AF_02122 AF_02122 Phosphoribosylamine--glycine ligase (EC 6.3.4.13) 2097332:2098591 forward MW:43961",7.26121962837926e-07,3.21e-05,FALSE,FALSE,-3.05,-1.52,1.52
"644","IB211_02126",">AF_02126 AF_02126 Conserved protein 2101890:2103080 forward MW:43111",0.00879624731595832,0.727,FALSE,FALSE,0.652,0.326,-0.326
"645","IB211_02132",">AF_02132 AF_02132 Proline-rich protein 2106131:2106982 forward MW:30212",0.409144684701467,0.867,FALSE,FALSE,0.32,0.16,-0.16
"646","IB211_02140c",">AF_02140c AF_02140c Carbon starvation protein A 2114662:2116173 reverse MW:54076",0.000197160303353595,0.265,FALSE,FALSE,2.89,1.45,-1.45
"647","IB211_02158c",">AF_02158c AF_02158c Adenosylhomocysteinase (EC 3.3.1.1) 2134864:2135424 reverse MW:21240",0.147302182669827,0.842,FALSE,FALSE,-0.774,-0.387,0.387
"648","IB211_02161c",">AF_02161c AF_02161c Oxidoreductase, aldo/keto reductase family 2136284:2137411 reverse MW:42663",0.000709569284323834,0.47,FALSE,FALSE,0.935,0.467,-0.467
"649","IB211_02163",">AF_02163 AF_02163 Exopolyphosphatase (EC 3.6.1.11) 2137815:2138711 forward MW:32238",0.026609668006571,0.785,FALSE,FALSE,0.909,0.455,-0.455
"650","IB211_02164",">AF_02164 AF_02164 Polyphosphate kinase (EC 2.7.4.1) 2138723:2140870 forward MW:80746",0.0702564652370168,0.821,FALSE,FALSE,0.428,0.214,-0.214
"651","IB211_02165c",">AF_02165c AF_02165c Patatin-like phospholipase 2141199:2142050 reverse MW:32498",0.000103433120593919,0.182,FALSE,FALSE,1.44,0.72,-0.72
"652","IB211_02168c",">AF_02168c AF_02168c YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA 2143883:2144893 reverse MW:34960",0.0355074334667246,0.797,FALSE,FALSE,-0.959,-0.48,0.48
"653","IB211_02169c",">AF_02169c AF_02169c Transcriptional regulator, XRE family 2144874:2145134 reverse MW:9837",0.756760870203554,0.882,FALSE,FALSE,0.237,0.118,-0.118
"654","IB211_02174c",">AF_02174c AF_02174c DNA polymerase I (EC 2.7.7.7) 2147063:2149711 reverse MW:97447",0.115837044628673,0.836,FALSE,FALSE,0.395,0.197,-0.197
"655","IB211_02179c",">AF_02179c AF_02179c Cysteinyl-tRNA synthetase (EC 6.1.1.16) 2152500:2153909 reverse MW:53144",1.48297161047038e-06,0.000253,FALSE,FALSE,2.64,1.32,-1.32
"656","IB211_02180c",">AF_02180c AF_02180c Serine acetyltransferase (EC 2.3.1.30) 2153922:2154575 reverse MW:23803",3.23088241801201e-07,1.68e-06,FALSE,FALSE,5.3,2.65,-2.65
"657","IB211_02185c",">AF_02185c AF_02185c hypothetical protein 2156922:2158412 reverse MW:53535",0.00818118759277198,0.722,FALSE,FALSE,-2.27,-1.13,1.13
"658","IB211_02186c",">AF_02186c AF_02186c Hydrolase (HAD superfamily), YqeK 2158409:2159623 reverse MW:44761",0.166695673212691,0.846,FALSE,FALSE,-0.256,-0.128,0.128
"659","IB211_02187c",">AF_02187c AF_02187c FIG004454: RNA binding protein 2159656:2159961 reverse MW:11241",0.291332731753984,0.859,FALSE,FALSE,-0.41,-0.205,0.205
"660","IB211_02188c",">AF_02188c AF_02188c Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15) 2159945:2160544 reverse MW:21706",0.232816699928164,0.854,FALSE,FALSE,-0.402,-0.201,0.201
"661","IB211_02189c",">AF_02189c AF_02189c Ribonuclease PH (EC 2.7.7.56) 2160548:2161264 reverse MW:25733",0.420802042349597,0.868,FALSE,FALSE,0.26,0.13,-0.13
"662","IB211_02191c",">AF_02191c AF_02191c Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1) 2161535:2162401 reverse MW:30889",0.156653995242146,0.844,FALSE,FALSE,-0.466,-0.233,0.233
"663","IB211_02192c",">AF_02192c AF_02192c Chromosome partition protein smc 2162464:2166033 reverse MW:133191",0.083171888878141,0.826,FALSE,FALSE,0.579,0.29,-0.29
"664","IB211_02193",">AF_02193 AF_02193 hypothetical protein 2166214:2166825 forward MW:21760",0.0266072251758128,0.785,FALSE,FALSE,0.747,0.374,-0.374
"665","IB211_02195c",">AF_02195c AF_02195c Ribonuclease III (EC 3.1.26.3) 2168512:2169204 reverse MW:24952",0.235785384625831,0.854,FALSE,FALSE,0.853,0.426,-0.426
"666","IB211_02197c",">AF_02197c AF_02197c Phosphate:acyl-ACP acyltransferase PlsX 2169605:2170642 reverse MW:36209",0.00305369869607511,0.645,FALSE,FALSE,0.686,0.343,-0.343
"667","IB211_02199c",">AF_02199c AF_02199c DNA topoisomerase I (EC 5.99.1.2) 2172233:2174584 reverse MW:87301",0.000243416548884262,0.3,FALSE,FALSE,-3.96,-1.98,1.98
"668","IB211_02202c",">AF_02202c AF_02202c Potassium uptake protein, integral membrane component, KtrA 2176700:2177356 reverse MW:23145",0.647217216377192,0.878,FALSE,FALSE,-0.178,-0.0888,0.0888
"669","IB211_02204c",">AF_02204c AF_02204c Lysyl-tRNA synthetase (class II) (EC 6.1.1.6) 2178872:2180374 reverse MW:57160",0.00485753756963794,0.685,FALSE,FALSE,0.768,0.384,-0.384
"670","IB211_02205c",">AF_02205c AF_02205c Transcription elongation factor GreA 2180402:2180878 reverse MW:17754",0.541171365762101,0.874,FALSE,FALSE,0.159,0.0795,-0.0795
"671","IB211_02211c",">AF_02211c AF_02211c Cell division protein FtsX 2187396:2188292 reverse MW:32891",0.0265924956152235,0.785,FALSE,FALSE,0.427,0.214,-0.214
"672","IB211_02212c",">AF_02212c AF_02212c Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1) 2188279:2188968 reverse MW:25625",0.202921166250626,0.851,FALSE,FALSE,0.301,0.151,-0.151
"673","IB211_02213c",">AF_02213c AF_02213c Sugar diacid utilization regulator SdaR 2189096:2190187 reverse MW:40500",0.00108563685943193,0.529,FALSE,FALSE,1,0.502,-0.502
"674","IB211_02217c",">AF_02217c AF_02217c Small-conductance mechanosensitive channel 2192275:2193135 reverse MW:31796",0.528883692007867,0.873,FALSE,FALSE,-0.186,-0.093,0.093
"675","IB211_02218c",">AF_02218c AF_02218c Translation elongation factor Tu 2193293:2194492 reverse MW:43689",0.612810133607419,0.877,FALSE,FALSE,-0.083,-0.0415,0.0415
"676","IB211_02219c",">AF_02219c AF_02219c Translation elongation factor G 2194588:2196693 reverse MW:77825",0.378604681854407,0.866,FALSE,FALSE,0.135,0.0675,-0.0675
"677","IB211_02220c",">AF_02220c AF_02220c SSU ribosomal protein S7p (S5e) 2196714:2197184 reverse MW:17742",0.157588392875568,0.844,FALSE,FALSE,0.71,0.355,-0.355
"678","IB211_02221c",">AF_02221c AF_02221c SSU ribosomal protein S12p (S23e) 2197378:2197800 reverse MW:15462",0.0390511330718726,0.8,FALSE,FALSE,0.611,0.305,-0.305
"679","IB211_02248c",">AF_02248c AF_02248c DNA-directed RNA polymerase beta subunit (EC 2.7.7.6) 2216499:2220284 reverse MW:140287",0.203924488922536,0.851,FALSE,FALSE,0.218,0.109,-0.109
"680","IB211_02249c",">AF_02249c AF_02249c DNA-directed RNA polymerase beta subunit (EC 2.7.7.6) 2220305:2224057 reverse MW:139998",0.076920655393602,0.824,FALSE,FALSE,0.329,0.165,-0.165
"681","IB211_02252",">AF_02252 AF_02252 hypothetical protein 2226122:2229589 forward MW:121642",0.847944635681215,0.884,FALSE,FALSE,0.116,0.0582,-0.0582
"682","IB211_02254",">AF_02254 AF_02254 hypothetical protein 2231241:2231531 forward MW:11092",0.333223124050158,0.863,FALSE,FALSE,-0.857,-0.429,0.429
"683","IB211_02257c",">AF_02257c AF_02257c hypothetical protein 2233551:2233958 reverse MW:14521",0.00591087448317381,0.7,FALSE,FALSE,1.38,0.692,-0.692
"684","IB211_02258c",">AF_02258c AF_02258c Leucyl-tRNA synthetase (EC 6.1.1.4) 2234366:2236795 reverse MW:91466",0.00533474430566186,0.692,FALSE,FALSE,0.642,0.321,-0.321
"685","IB211_02265c",">AF_02265c AF_02265c Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase 2240378:2241697 reverse MW:48625",0.0147540818085115,0.757,FALSE,FALSE,-0.663,-0.331,0.331
"686","IB211_02266c",">AF_02266c AF_02266c nitroreductase 2241718:2242293 reverse MW:21821",0.0690869365396642,0.82,FALSE,FALSE,-0.633,-0.316,0.316
"687","IB211_02268c",">AF_02268c AF_02268c RecA protein 2242904:2244016 reverse MW:39407",0.293895851240139,0.86,FALSE,FALSE,-0.156,-0.0782,0.0782
"688","IB211_02270c",">AF_02270c AF_02270c FIG069887: hypothetical protein 2244948:2245931 reverse MW:37188",0.14677119603977,0.842,FALSE,FALSE,-0.484,-0.242,0.242
"689","IB211_02272c",">AF_02272c AF_02272c Two-component response regulator 2247566:2248255 reverse MW:25974",0.0382557426031057,0.8,FALSE,FALSE,0.468,0.234,-0.234
"690","IB211_02274",">AF_02274 AF_02274 cytosolic long-chain acyl-CoA thioester hydrolase family protein 2250362:2250793 forward MW:15818",0.0608389681080628,0.816,FALSE,FALSE,-2.05,-1.02,1.02
"691","IB211_02279",">AF_02279 AF_02279 YheO-like PAS domain 2256480:2257112 forward MW:23636",0.5801865569052,0.875,FALSE,FALSE,-0.436,-0.218,0.218
"692","IB211_02283c",">AF_02283c AF_02283c Ferrous iron transport protein B 2259990:2262443 reverse MW:89536",0.019931034997193,0.772,FALSE,FALSE,0.759,0.38,-0.38
"693","IB211_02286c",">AF_02286c AF_02286c Formate--tetrahydrofolate ligase (EC 6.3.4.3) 2265431:2267098 reverse MW:59032",0.418221862339166,0.868,FALSE,FALSE,-0.131,-0.0657,0.0657
"694","IB211_02287c",">AF_02287c AF_02287c Hexokinase (EC 2.7.1.1) 2267150:2268454 reverse MW:47566",0.000321087782562218,0.345,FALSE,FALSE,1.05,0.527,-0.527
"695","IB211_02288c",">AF_02288c AF_02288c Galactose/methyl galactoside ABC transport system, permease protein MglC (TC 3.A.1.2.3) 2268533:2269594 reverse MW:37659",0.000100210185265368,0.178,FALSE,FALSE,1.82,0.91,-0.91
"696","IB211_02289c",">AF_02289c AF_02289c Galactose/methyl galactoside ABC transport system, ATP-binding protein MglA (EC 3.6.3.17) 2269610:2271109 reverse MW:55165",8.98691432265943e-07,5.5e-05,FALSE,FALSE,2.78,1.39,-1.39
"697","IB211_02290c",">AF_02290c AF_02290c Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3) 2271294:2272451 reverse MW:40261",3.65270381896396e-06,0.00223,FALSE,FALSE,2.71,1.36,-1.36
